"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"51925",-1.07872972972973,13.0223445945946,-11.4678818375492,1.78165686121923e-25,5.27505746631872e-24,47.1114483155481
"32546",-1.52150675675676,6.42975337837838,-11.4577011802232,1.93327310327244e-25,5.68795696673489e-24,47.0307206773433
"52242",-1.6245472972973,8.23821959459459,-11.4495464239449,2.06393322432998e-25,6.05334145668692e-24,46.9660773643011
"22509",-1.59079729729729,8.25362162162162,-11.4352534488103,2.31450813860596e-25,6.74596203887769e-24,46.8528188283613
"40392",-1.39742567567568,8.74980743243243,-11.4144706486311,2.73385346648789e-25,7.87013324075714e-24,46.6882321905533
"27908",-1.3326418918919,9.65761148648649,-11.4013603703546,3.03646724778018e-25,8.66133767385101e-24,46.5844668813131
"40730",-1.23689864864865,7.64506418918919,-11.3876820808687,3.38778738598853e-25,9.60489054039658e-24,46.476255384118
"30408",-1.04375,11.7968344594595,-11.3801042262419,3.59955185439395e-25,1.01437973342499e-23,46.4163273897455
"15640",-1.40444594594595,10.1784797297297,-11.3596054095932,4.2407853770963e-25,1.17642037152189e-23,46.25429472402
"4205",-1.45939864864865,11.7038412162162,-11.3290031413839,5.41557698938027e-25,1.49463534845551e-23,46.0126130798109
"32994",-1.40010810810811,5.90425,-11.326379156755,5.53026035819606e-25,1.52179752680242e-23,45.9919021044078
"15494",-1.45005405405406,11.8326283783784,-11.3254536352961,5.57128528917308e-25,1.52412120366969e-23,45.9845974632639
"26342",-1.2009527027027,10.6721722972973,-11.2979449868459,6.93925032317647e-25,1.8709978681164e-23,45.7675944500447
"50500",-1.03162162162163,9.14442567567568,-11.2882136840391,7.4993583905995e-25,2.00468563149854e-23,45.6908788436408
"42285",-1.24570945945946,6.02201689189189,-11.2570669976927,9.61275529356196e-25,2.54778862681489e-23,45.4455146714501
"25331",-1.57285135135135,9.28194594594595,-11.2443421831926,1.06381315568589e-24,2.80367208016823e-23,45.3453504406623
"38210",-1.34087162162162,12.5643885135135,-11.2329402498844,1.16490423332417e-24,3.04436983435222e-23,45.2556379687996
"30970",-1.29414189189189,8.01751013513513,-11.1997730083055,1.51664738183337e-24,3.90902283868677e-23,44.9948805520584
"11636",-1.16074324324324,7.41258108108108,-11.1844797479669,1.71268958403037e-24,4.39011609539402e-23,44.8747515236013
"42236",-1.17618243243244,5.27271283783784,-11.1766640948055,1.82241872556398e-24,4.62074514806953e-23,44.8133850319832
"26480",-1.76252027027027,12.422097972973,-11.1167803997547,2.93116851093539e-24,7.29362036923177e-23,44.3437744769792
"28304",-1.21526351351351,5.10277364864865,-11.1027732387676,3.27531797589566e-24,8.10684523346026e-23,44.2340789368733
"43424",-1.34647297297297,6.63092567567568,-11.0776328532127,3.99692125844589e-24,9.76375856240724e-23,44.0373377856483
"32689",-1.14745945945946,11.9136621621622,-11.0696478459557,4.25769054510645e-24,1.03736856093792e-22,43.9748880808175
"23817",-1.20162837837838,11.2137195945946,-11.0565920251326,4.72102553049028e-24,1.14429831251987e-22,43.8728204120308
"15651",-2.10508108108108,11.0289459459459,-11.0203978174728,6.28484266010788e-24,1.51012191559346e-22,43.5901237833603
"17543",-1.21385810810811,10.2855641891892,-10.9977981156575,7.51272157040568e-24,1.78398535565268e-22,43.4138041691935
"22010",-2.4024527027027,10.0501925675676,-10.9886116415946,8.07760512144715e-24,1.90843619990554e-22,43.3421760266045
"7324",-1.11437837837838,10.8072297297297,-10.9575820852489,1.03169734904408e-23,2.41918806958806e-22,43.1004208967306
"15157",-1.30917567567568,7.71439189189189,-10.9337737567894,1.24453486102969e-23,2.8609012677626e-22,42.9151232255877
"23319",-1.55191891891892,7.92752027027027,-10.9247985435993,1.3356563626043e-23,3.04790266549409e-22,42.8453144859779
"34271",-1.19793243243244,9.37114864864865,-10.9224081621848,1.36102490621118e-23,3.09071578216307e-22,42.8267263333024
"27130",-1.8351554054054,5.3231722972973,-10.9198204695263,1.38902821602754e-23,3.14667021529144e-22,42.8066057937009
"7801",-1.29812837837838,8.1801722972973,-10.8707983755519,2.0422512041472e-23,4.52779674549791e-22,42.4258203886843
"58110",-2.32625,8.3534222972973,-10.8694098420093,2.06464831796027e-23,4.56663112596603e-22,42.4150454616361
"33935",-1.06091891891892,10.0648175675676,-10.8495004274147,2.41400652760855e-23,5.26467251102695e-22,42.2606148192819
"54490",-1.10154054054054,8.77458783783784,-10.8432811195619,2.53475501737622e-23,5.50235915140881e-22,42.2123987293314
"33179",-1.48762837837837,10.9358682432432,-10.8335674964565,2.73547770298468e-23,5.91065343859691e-22,42.1371163187667
"10571",-1.69958108108108,9.04617567567568,-10.8051575472752,3.41792616617631e-23,7.28430915962312e-22,41.9171014464595
